,Time Stamp,Region,Total Cases,Daily New Cases,Risk-Score,Risk-Level,Rank,RS Diff,Trend
218,2020-09-15,DOWNEY,3911,6.0,3.2337865899991187,3,219,-0.10524665147564694,DOWN
219,2020-09-15,VERNON,10,0.0,1.4412091380779812,2,220,-0.11330539439226728,DOWN
220,2020-09-15,WEST VERNON,2257,3.0,1.4412091380779812,2,220,-0.11330539439226728,DOWN
221,2020-09-15,HARVARD PARK,1562,0.0,2.4181484696425684,3,222,-0.11680093615257436,DOWN
222,2020-09-15,INGLEWOOD,2765,,2.062652604563832,3,223,-0.12136285317927742,DOWN
223,2020-09-15,BELL GARDENS,1844,4.0,1.535305410659374,2,224,-0.13719643935567838,DOWN
224,2020-09-15,BELL,1523,5.0,1.5066089599214891,2,225,-0.1409925674850454,DOWN
225,2020-09-15,MONTEBELLO,2213,1.0,1.5066089599214891,2,225,-0.1409925674850454,DOWN
226,2020-09-15,WOODLAND HILLS,842,1.0,0.5332250239453159,1,227,-0.1430389345350801,DOWN
227,2020-09-15,SAN FERNANDO,864,0.0,0.0,0,228,-0.15266285378234534,DOWN
228,2020-09-15,COVINA,2044,5.0,0.14864643954975626,1,229,-0.15634119805952906,DOWN
229,2020-09-15,WEST COVINA,2749,6.0,0.14864643954975626,1,229,-0.15634119805952906,DOWN
230,2020-09-15,HUNTINGTON PARK,2780,4.0,1.7686626093976074,2,231,-0.1593744105688808,DOWN
231,2020-09-15,BALDWIN PARK,2815,2.0,2.913039993096713,3,232,-0.16470352272849187,DOWN
232,2020-09-15,ARLETA,1387,,0.0,0,233,-0.17436108492658198,DOWN
233,2020-09-15,NORTH HOLLYWOOD,3610,9.0,4.757385986350712,3,234,-0.17737309194674555,DOWN
234,2020-09-15,EAST LOS ANGELES,6021,5.0,5.083650160063429,3,235,-0.23164750219955188,DOWN
235,2020-09-15,PANORAMA CITY,2762,4.0,3.0067129372941497,3,236,-0.2852283013626602,DOWN
236,2020-09-15,VAN NUYS,2817,3.0,3.9738731916211223,3,237,-0.3320700961025622,DOWN
237,2020-09-15,SOUTH GATE,4248,2.0,2.2770504739009625,3,238,-0.3469660989097867,DOWN
238,2020-09-15,UNIVERSITY PARK,1045,8.0,0.2727655213396952,1,239,-0.44360917668280697,DOWN
